nlr 7301
Transition
Upper Surface = 0 %
Lower Surface = 0 %
Mach	0
Element:	1	2
Pressure Coefficient Distributions
	Angle of Attack	
	Cp*
	M cr.
Element	1
x	y
0.78530	0.01173	
0.77658	0.01422	
0.76693	0.01652	
0.75640	0.01896	
0.74493	0.02159	
0.73249	0.02443	
0.71903	0.02747	
0.70452	0.03072	
0.68894	0.03417	
0.67225	0.03777	
0.65445	0.04152	
0.63556	0.04536	
0.61558	0.04922	
0.59454	0.05302	
0.57251	0.05665	
0.54956	0.06003	
0.52578	0.06307	
0.50130	0.06568	
0.47625	0.06788	
0.45080	0.06968	
0.42511	0.07112	
0.39934	0.07221	
0.37367	0.07296	
0.34825	0.07340	
0.32325	0.07356	
0.29880	0.07343	
0.27504	0.07305	
0.25209	0.07243	
0.23005	0.07159	
0.20899	0.07055	
0.18898	0.06934	
0.17006	0.06797	
0.15226	0.06647	
0.13559	0.06485	
0.12004	0.06312	
0.10560	0.06132	
0.09223	0.05944	
0.07992	0.05751	
0.06861	0.05549	
0.05827	0.05339	
0.04886	0.05116	
0.04037	0.04871	
0.03278	0.04602	
0.02603	0.04314	
0.02019	0.03992	
0.01540	0.03624	
0.01161	0.03229	
0.00863	0.02833	
0.00631	0.02450	
0.00452	0.02087	
0.00317	0.01749	
0.00218	0.01435	
0.00144	0.01149	
0.00090	0.00889	
0.00051	0.00653	
0.00025	0.00439	
0.00008	0.00247	
-0.00001	0.00074	
-0.00003	-0.00081	
-0.00001	-0.00220	
0.00006	-0.00345	
0.00016	-0.00457	
0.00027	-0.00556	
0.00040	-0.00645	
0.00054	-0.00724	
0.00068	-0.00795	
0.00081	-0.00858	
0.00094	-0.00915	
0.00107	-0.00965	
0.00119	-0.01009	
0.00131	-0.01051	
0.00145	-0.01098	
0.00161	-0.01149	
0.00181	-0.01205	
0.00203	-0.01267	
0.00230	-0.01335	
0.00262	-0.01408	
0.00300	-0.01489	
0.00345	-0.01577	
0.00397	-0.01672	
0.00459	-0.01775	
0.00532	-0.01886	
0.00618	-0.02004	
